,Timestamp,Umidade,Radiacao
0,2020-01-01,71.41666666666667,3064.8996363636365
1,2020-01-02,73.55801104972376,2838.966123188406
2,2020-01-03,74.0425925925926,2842.3956043956046
3,2020-01-04,74.78743068391867,2789.7498181818182
4,2020-01-05,73.10111317254174,3015.437591240876
5,2020-01-06,71.41682070240296,3081.344424131627
6,2020-01-07,71.78703703703704,3078.3445255474453
7,2020-01-08,72.5834879406308,3104.8814338235293
8,2020-01-09,71.83768656716418,3206.319152854512
9,2020-01-10,71.17837338262477,3337.641758241758
10,2020-01-11,70.44888475836431,3233.917981651376
11,2020-01-12,69.07792207792208,3321.4955801104975
12,2020-01-13,69.3440959409594,3224.4570110701106
13,2020-01-14,68.90968342644321,3308.887245841035
14,2020-01-15,67.87940630797773,3375.460661764706
15,2020-01-16,68.2449168207024,3204.663071297989
16,2020-01-17,71.28981481481482,2967.132906764168
17,2020-01-18,70.71719038817005,3097.6165441176468
18,2020-01-19,69.7778810408922,3188.3112546125462
19,2020-01-20,69.90723562152134,3157.554862385321
20,2020-01-21,72.30333951762523,2892.711070110701
21,2020-01-22,76.36964618249534,2416.4725274725274
22,2020-01-23,80.17383177570093,2177.569981583794
23,2020-01-24,77.29549718574108,2596.2594843462243
24,2020-01-25,71.47378277153558,3107.5169741697414
25,2020-01-26,70.18401486988847,3142.969890510949
26,2020-01-27,70.12174721189591,3105.91376146789
27,2020-01-28,71.33673469387755,3161.030642201835
28,2020-01-29,72.92178770949721,3086.343093922652
29,2020-01-30,72.5158878504673,3046.9095764272556
30,2020-01-31,71.54119850187266,3227.15073800738
31,2020-02-01,70.52443609022556,3307.2372222222225
32,2020-02-02,72.25563909774436,3106.5291821561336
33,2020-02-03,73.07142857142857,3184.375373134328
34,2020-02-04,74.24624060150376,3085.235754189944
35,2020-02-05,74.85902255639098,2984.862661737523
36,2020-02-06,75.07397003745318,2969.852495378928
37,2020-02-07,74.97565543071161,2942.637338262477
38,2020-02-08,75.35310734463278,2791.937291280148
39,2020-02-09,74.80151228733459,2888.713568773234
40,2020-02-10,73.91713747645952,2965.6105555555555
41,2020-02-11,73.87947269303201,2916.8108411214953
42,2020-02-12,73.61436672967864,2899.33947858473
43,2020-02-13,72.31749049429658,3081.9691588785045
44,2020-02-14,70.57924528301886,3183.743599257885
45,2020-02-15,70.52636534839925,3134.7858998144716
46,2020-02-16,70.20188679245283,3276.9981447124305
47,2020-02-17,70.70527306967985,3200.9794063079776
48,2020-02-18,71.4773156899811,3094.3092592592593
49,2020-02-19,72.12405303030303,3165.112104283054
50,2020-02-20,72.26603773584905,3082.6996261682243
51,2020-02-21,73.48393194706995,2854.192883895131
52,2020-02-22,72.2784090909091,2952.1596261682243
53,2020-02-23,72.78166351606805,2982.673271028037
54,2020-02-24,73.54857142857144,2864.805838041431
55,2020-02-25,73.75047619047619,2876.056741573034
56,2020-02-26,74.34799235181644,2889.6071833648393
57,2020-02-27,71.77958015267176,3090.6950850661624
58,2020-02-28,72.69179389312977,2833.6077067669175
59,2020-02-29,73.08380952380952,2894.53477443609
60,2020-03-01,72.08030592734225,3090.466165413534
61,2020-03-02,73.57809523809524,2863.2244360902255
62,2020-03-03,73.28448275862068,2943.605492424242
63,2020-03-04,71.4263862332696,3073.6336466165417
64,2020-03-05,70.88314176245211,3103.8861480075902
65,2020-03-06,71.52969348659003,2984.1024621212123
66,2020-03-07,71.53728489483747,3033.7481132075472
67,2020-03-08,70.30666666666667,3110.9593984962403
68,2020-03-09,69.27809523809523,3131.3433145009417
69,2020-03-10,68.94497153700189,3147.3979284369116
70,2020-03-11,69.20476190476191,3183.298484848485
71,2020-03-12,69.37164750957854,3106.9952741020793
72,2020-03-13,68.88314176245211,3113.2399239543724
73,2020-03-14,68.64739884393063,3076.8652091254753
74,2020-03-15,70.33172147001935,2919.9687022900766
75,2020-03-16,72.05105973025049,2966.7695817490494
76,2020-03-17,70.65,3164.6574427480914
77,2020-03-18,72.26112185686654,3006.610476190476
78,2020-03-19,73.80576923076923,2858.6385931558934
79,2020-03-20,75.04720616570327,2695.308761904762
80,2020-03-21,74.51547388781431,2765.675238095238
81,2020-03-22,72.41329479768787,2945.378544061303
82,2020-03-23,71.07803468208093,3039.3107279693486
83,2020-03-24,71.02312138728324,2925.141266794626
84,2020-03-25,70.66763005780346,3020.945681381958
85,2020-03-26,69.67471042471043,3023.4055449330785
86,2020-03-27,70.16859344894027,3028.948183556405
87,2020-03-28,71.45472061657033,2862.773282442748
88,2020-03-29,74.24034749034749,2827.645817490494
89,2020-03-30,72.75965250965251,2972.956925996205
90,2020-03-31,71.64932562620425,2984.208969465649
91,2020-04-01,71.0927734375,2932.3599616858237
92,2020-04-02,71.33980582524272,2835.2201923076923
93,2020-04-03,69.59574468085107,2955.5359615384614
94,2020-04-04,68.20445736434108,3072.517466410749
95,2020-04-05,68.79708737864078,2947.995969289827
96,2020-04-06,71.62718446601941,2699.077203065134
97,2020-04-07,73.18932038834951,2811.788416988417
98,2020-04-08,71.5068093385214,2809.3023076923077
99,2020-04-09,71.51926782273603,2721.6038684719533
100,2020-04-10,70.76162790697674,2843.332688588008
101,2020-04-11,71.59630350194553,2727.4778210116733
102,2020-04-12,71.23287671232876,2781.5602739726028
103,2020-04-13,71.64912280701755,2772.3771037181996
104,2020-04-14,76.04696673189824,2317.1830078125
105,2020-04-15,72.76817288801571,2518.811811023622
